Rule_name,Group,Rule_category,Type,Origin,Rule_enabled,Response,Creation_date,Modification_date,Rule_ID,uuid
AssetExclusion: Exclude IP By DNS Name,"Asset Reconciliation Exclusion, Policy, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:47:26.736Z,2021-08-13T23:47:26.736Z,146405,b159d295-5df2-4856-a2b3-323bf71dc9bc
AssetExclusion: Exclude IP By MAC Address,"Asset Reconciliation Exclusion, Port\Protocol Definition, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:48:02.345Z,2021-08-13T23:48:02.345Z,146406,956aa5a1-7cdf-47f0-8e3d-784d3e2b6ca0
AssetExclusion: Exclude IP By NetBIOS Name,"Asset Reconciliation Exclusion, D\DoS, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:48:30.677Z,2021-08-13T23:48:30.677Z,146407,97910f81-8a3c-44c8-a77e-8d5c141a419c
AssetExclusion: Exclude MAC Address By DNS Name,"Asset Reconciliation Exclusion, Botnet, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:48:59.579Z,2021-08-13T23:48:59.579Z,146408,f9743bb4-9bed-40f2-b58e-c63d50adefd2
AssetExclusion: Exclude NetBIOS Name By MAC Address,"Asset Reconciliation Exclusion, Threats, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:50:14.031Z,2021-08-13T23:50:14.031Z,146409,36026aca-4022-46fb-a5cb-a360390c78e9
AssetExclusion: Exclude NetBIOS Name By IP,"Asset Reconciliation Exclusion, Magnitude Adjustment, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:50:40.339Z,2021-08-13T23:50:40.339Z,146410,d176cff5-12e5-47be-a693-24d984405ccc
AssetExclusion: Exclude MAC Address By NetBIOS Name,"Asset Reconciliation Exclusion, User Tuning, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:51:05.309Z,2021-08-13T23:51:05.309Z,146411,a14d087c-a916-4d15-8e1a-c5e879e47157
AssetExclusion: Exclude NetBIOS Name By DNS Name,"Asset Reconciliation Exclusion, Log Source Definitions, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:51:56.777Z,2021-08-13T23:51:56.777Z,146412,e9c751fc-0de5-4d2c-a541-cfbf399a6c3c
AssetExclusion: Exclude MAC Address By IP,"Asset Reconciliation Exclusion, Malware, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Add to a Reference Set,2021-08-13T23:52:27.071Z,2021-08-13T23:52:27.071Z,146413,d45190bf-d8b0-4d23-902e-3c2efbc7232b
[CU-NS] GoScanSSH Detected [LLAMAR A LA GUARDIA],Nacion Servicios,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-08-14T01:48:45.572Z,2021-08-14T01:55:37.982Z,146414,93849c80-8843-4f27-8b3d-17b8ea8624de
F5 VPN Login Successful,Arcor,Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Table",2021-08-19T18:13:08.867Z,2021-08-20T18:33:11.430Z,146418,b4e88f75-0a13-4475-8460-df963deba659
F5 VPN Login Successful by Hostname,Arcor,Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Table",2021-08-19T19:16:58.491Z,2021-08-20T23:27:41.468Z,146421,60bc9f6a-2ed1-4e02-8052-81e5a880aec2
B4_User Domain Account was created by an Unallowed Administrator,"Windows - Casos, San Cristobal, Qradar Sancristobal",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-08-19T19:23:55.506Z,2021-08-19T19:34:12.897Z,146422,57e00d7d-44fd-486f-9927-7456248a0d3f
[CO-CLOUD-365] Successful Office365 Login from Prohibited Location,"Produccion, Office 365, San Cristobal, Qradar Sancristobal, Office 365, Superveille, #01 - Clientes",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-08-19T21:34:04.151Z,2021-10-18T18:24:06.379Z,146425,cf3f5ffd-ad11-42cc-ac5b-7774c390f519
F5 VPN Login Successful by Destination IP,Arcor,Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Table",2021-08-20T23:29:43.080Z,2021-08-20T23:31:58.492Z,146427,98cd542c-49f9-4d54-909a-cc18521de652
[CO-CLOUD-365]: Multiple Failed Logins for Single Office365 Account,"Produccion, San Cristobal, Superveille",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-08-24T06:15:35.529Z,2021-12-13T13:37:14.112Z,146432,a43c0cad-c3d2-43a4-88dd-9a5b9ca5c1a7
B4_Office 365: Multiple Office365 Accounts Failed Login from Single IP,Office 365,Custom Rule,EVENT,USER,false,,2021-08-24T06:26:02.006Z,2021-08-24T06:26:02.005Z,146433,3e7c815e-76c6-43a2-98d6-db6b0a0d3e1b
High email volume sent in 24hs - Threshold,Randstad,Anomaly Detection Rule,THRESHOLD,USER,false,"Dispatch New Event, Email to hdaquila@base4sec.com",2021-08-24T19:24:20.192Z,2021-09-17T16:52:11.254Z,146437,c69622b5-ed94-4f40-9986-9a7b2031d81c
AP-CC-PT] Possible RDP over Reverse SSH Tunnel,"Windows - Casos, Powershell, Arcor, Randstad, Techint, #01 - Clientes",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-08-24T20:41:06.223Z,2021-08-24T20:41:06.222Z,146438,01a0e7f6-9edf-45e4-897b-6751052ef677
[AP-EX-CSI] Suspicious Invocation from powershell has been detected,"Windows - Casos, Powershell, ALL, Arcor, Randstad, Superveille, Techint, #01 - Clientes",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-08-24T20:59:47.585Z,2022-02-24T15:04:20.388Z,146439,6ee9e63c-102b-4f02-8539-f4613cee4e56
[CU-SC] B4_Password Reset Success - Reporte,"Windows - Casos, Windows Login, San Cristobal, Qradar Sancristobal",Custom Rule,EVENT,USER,true,,2021-08-26T19:27:14.850Z,2021-10-22T16:46:15.627Z,146444,b758f25c-14c3-47c3-9c35-bbc008d80197
[CU-SC] [CO-PV-END] B4_A member was added or removed from a Security-Enabled Group [Auto],"Produccion, Windows - Casos, Windows Login, San Cristobal, Qradar Sancristobal",Custom Rule,EVENT,USER,true,"Email to seginf@sancristobal.com.ar,soc@base4sec.com",2021-08-26T20:01:36.678Z,2021-11-04T19:58:37.038Z,146447,b55f2df3-7ca1-4c79-9b9f-6234c2add17a
[AP-EX-CSI] Nishang Framework Tool has been detected,"Windows - Casos, Powershell, Arcor, Superveille, Techint",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-08-31T20:59:13.092Z,2022-02-23T21:44:48.349Z,146450,89c25ea2-850b-48f2-b3eb-695f18966b2e
[AP-CA-BF] Possible FortiGate Bruteforce,"Produccion, BCI, Fravega, San Cristobal, Virutex",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-01T14:57:06.255Z,2021-09-02T17:37:09.348Z,146451,b30fe6bb-bebd-45c4-a91f-091c6d045687
FortiGate Security login failed from inexistent account,"Produccion, BCI",Custom Rule,EVENT,USER,true,"Dispatch New Event, Email to larisa.arevalo@bciseguros.com,nicolas.aros@bciseguros.com,ciberseguridad@bciseguros.com,psmiriglio@base4sec.com",2021-09-01T15:40:23.817Z,2021-09-14T17:58:35.586Z,146454,8e6bfd67-e492-4bf0-b5e7-2dac98545c2c
[AP-EX-CSI] Modification of Winlogon has been detected,"Windows - Casos, Powershell, ALL, Arcor, Superveille, Techint",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-09-08T20:37:58.442Z,2022-02-24T15:04:22.509Z,146458,56c102bf-9ee7-4856-835d-ddb3e1579862
[AP-EX-CSI] PowerShell interaction with WMI has been detected,"Windows - Casos, Powershell, ALL, Arcor, Superveille, Techint",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-09-14T18:23:49.598Z,2022-02-24T15:04:21.114Z,146459,48ca823e-5292-42f7-9220-34e64c2e3b50
[EDR-AP-IM] Ransomware Activiy has been detected,Ransomware,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-15T12:21:35.660Z,2022-03-09T00:04:37.411Z,146460,77e0fb8f-3ae6-4725-b4eb-ec2990c58821
B4_User Local Account was created,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T00:22:29.660Z,2021-09-16T00:22:29.659Z,146465,c9593c02-6933-4ccb-937b-1151a17d6351
_Usuarios NO creados por Seguridad,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T00:30:18.956Z,2021-09-16T00:40:09.355Z,146466,d6972d09-e803-458a-a513-07be0f9c1990
_Relacion de Confianza Creada,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T00:46:09.087Z,2021-09-16T00:46:09.087Z,146467,4a05e9f5-00d7-47f4-ac4b-ca28a47c8be8
_Detecta Shadow Copy Backup,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T00:52:02.705Z,2021-09-16T00:52:02.705Z,146468,2f17dcb9-428a-4a7b-a3ec-8f5895308c98
B4_A member was added or removed from an Administrator Security Group,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T01:06:47.915Z,2021-09-16T01:06:47.914Z,146470,510da9d3-3d7a-4933-acac-194e67d17749
[AP-IA-EPBA] Pulse Secure Command Execution detected via Crafted Http URI,Qradar Sancristobal,Custom Rule,EVENT,USER,false,,2021-09-16T01:32:59.401Z,2021-09-16T01:32:59.401Z,146471,86909f41-b053-4bce-a1d5-c29278a77a93
[CU-AR][CO-PV-END] A user account was enabled - Arcor Reporte,"Produccion, Tenaris, Windows - Casos, Casos Reportes Automatizados, Arcor, REPORTES, Randstad, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-16T15:17:27.864Z,2021-11-05T19:12:47.045Z,146474,9608b858-2975-4089-bb28-b752937b0589
[AP-CA-SoFKT] Possible Kerberoasting Activity - Arcor,"Produccion, Tenaris, Windows - Casos, ALL, Arcor, Fravega, Randstad, Techint",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-09-16T15:19:56.518Z,2021-09-29T17:44:55.160Z,146475,317f1697-2344-4bcb-98f3-928e57e1df27
[CU-AR][AP-CA-BF] Multiple Login Failures from the Same Source IP and different Username (Windows) - Arcor Reporte,"Produccion, Windows - Casos, Casos Reportes Automatizados, ALL, Arcor, REPORTES, Randstad",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-16T15:23:13.248Z,2021-11-05T20:16:16.396Z,146476,e0d52d81-f8bd-4d0a-ae7d-b66ab7b08b52
QNI : Potential Spam/Phishing Subject Detected from Multiple Sending Servers,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:08.053Z,2021-09-16T19:10:08.053Z,146477,19c31397-0b5c-47c4-b153-09f68af2febd
QNI : Email Attachment with Executable Hidden in Double File Extensions,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:10.326Z,2021-09-16T19:10:10.326Z,146478,fc1debf0-d288-49dd-9ba5-6712a0235a5c
QNI : Email Received From Potentially Hostile Host,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:12.082Z,2021-09-16T19:10:12.082Z,146479,23d6b941-3b69-4782-882c-4ffd369dff50
QNI : Email Attachment with Executable,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:12.611Z,2021-09-16T19:10:12.611Z,146480,da31ff64-74d5-4702-a6cf-d95660f0ee8f
QNI : Inbound Email with Suspicious Subject,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:13.062Z,2021-09-16T19:10:13.062Z,146481,5b856b1e-55a8-46cb-8fb8-4e31c634f8aa
QNI : High Inbound Emails Containing Attachments From External Host,Email,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2021-09-16T19:10:14.239Z,2021-09-16T19:10:14.239Z,146482,92f197cc-efd0-45bf-bffb-55b4b534c1cb
[CO-CLOUD-ASC] Azure Security Center Finding Detected,"Compliance, Tenaris, Cloud, Azure Security Center, #01 - Clientes",Custom Rule,EVENT,USER,true,"Email to psmiriglio@base4sec.com,hdaquila@base4sec.com,GGANDOLFO@suppliers.tenaris.com,cybersecurity.team@tenaris.com",2021-09-16T19:55:56.627Z,2021-10-22T18:36:00.868Z,146483,f2179e3d-29bf-4567-8405-cc67e3db8aab
[EDR-AP-PE] Privilege Escalation through Windows Exploit has been detected,Exploit,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T15:10:14.135Z,2022-03-09T00:14:57.303Z,146484,e5060dbd-b7ba-405e-a299-f96aa1cc061a
[EDR-AP-EX] Blocked Exploit has been detected,Exploit,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T20:47:36.726Z,2022-03-08T23:27:36.696Z,146485,b74d73c7-fe4b-4c8e-a851-f8d6ad584569
[EDR-AP-C2] Potential Command and Control has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T20:57:32.678Z,2022-03-08T23:29:37.140Z,146486,a5c47e34-3642-4f0c-836b-ed67474ce0cc
[EDR-AP-PR] Possible Persistence through Registry has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T21:23:24.968Z,2022-03-08T22:59:02.078Z,146487,71ef3a7b-3916-4f8d-af89-01ac2c82c864
[EDR-AP-CA] Potential Credential Theft has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T22:14:59.872Z,2022-03-08T23:32:39.270Z,146488,11e0e162-19cd-4db7-b66e-0660161b0949
[EDR-AP-EX] Execution of potential malicious file has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T22:26:18.353Z,2022-03-08T23:38:06.568Z,146489,4527087e-6bc7-47aa-af59-5aff27fbaea1
[EDR-AP-EX] Malicious Document has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T22:35:23.853Z,2022-03-02T19:31:21.688Z,146490,5b764ee0-bb1f-4535-9b00-37118a23616c
[EDR-AP-DE] Possible Defense Evasion has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T22:42:48.244Z,2022-03-09T00:18:12.211Z,146491,c788479e-398e-4852-af02-11ce55942619
[EDR-SEV-5] EDR Critical Alert has been detected,Suspicious,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-17T23:27:48.899Z,2022-03-02T19:26:48.422Z,146492,885717e4-83c7-4231-98fe-eb3353c3ab1d
[AP-EX-CSI] Possible PowerSploit framework usage has been detected,"Windows - Casos, Powershell, Arcor, Superveille, Techint, #01 - Clientes",Custom Rule,EVENT,USER,false,Dispatch New Event,2021-09-21T19:21:51.013Z,2022-02-23T21:45:38.649Z,146494,833f188d-faf6-4bfa-9a0f-29a12ded20f7
[AP-CA-BF] Multiple Login Failures from the Same Source IP and different Username (Windows),"Produccion, Tenaris, Windows - Casos, ALL, Arcor, Fravega, Randstad, Techint",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-27T19:10:25.540Z,2021-09-29T18:48:50.845Z,146498,edf3f9a4-6dc2-44f7-b322-223d7d49494f
[CU-TC] Multiple VPN Accounts Logged In from Single IP - Techint Reporte,"Produccion, VPN, Casos Reportes Automatizados, Techint, REPORTES",Custom Rule,EVENT,USER,true,"Dispatch New Event, Add to a Reference Table",2021-09-28T13:25:53.459Z,2022-03-10T20:09:40.773Z,146499,c2abe84a-7e28-4d3e-817e-de0b5fd385d3
MISP TI-TA Denied,Testing,Custom Rule,EVENT,USER,true,Dispatch New Event,2021-09-28T18:59:13.058Z,2021-09-28T19:01:11.890Z,146501,4d438b86-99a8-41bf-b785-1a3281e47f1b
[CO-PV-END] A member was added or removed from a Security-Enabled Group - Techint TEST,Techint,Custom Rule,EVENT,USER,false,Dispatch New Event,2021-09-29T20:50:43.617Z,2021-10-21T19:10:21.040Z,146507,533d5e73-7ca6-4242-85b8-3d2b24710e95
SuperV_Authentication: Interactive Login with Specific Accounts: VIP Users,Superveille,Custom Rule,EVENT,USER,false,,2021-09-29T23:49:59.591Z,2021-10-27T19:33:05.130Z,146508,4fb4a4e4-fe79-4e89-b99c-1ded8c8b5a99
[CU-TC] A user account was enabled - Techint Reporte,"Produccion, Casos Reportes Automatizados, Techint, REPORTES",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-01T14:02:50.561Z,2021-11-05T18:59:36.727Z,146520,665f6320-06e2-46f7-9b3b-eeb445b0aaaa
[CU-TC] User Account created or deleted - Techint Reporte,"Produccion, Casos Reportes Automatizados, Techint, REPORTES",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-01T14:11:12.911Z,2021-11-05T18:59:23.038Z,146521,4a5d68cd-a8e7-4ce1-9355-6b828f6e56b1
[CU-TC] FW NSM Inbound / Outbound ACL Drop - Techint Reporte,"Produccion, Casos Reportes Automatizados, Techint, REPORTES",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-01T14:15:13.117Z,2021-11-05T18:59:09.352Z,146522,2e898787-648d-41b4-b020-0113798e9667
[CU-SU] [CO-PV-END] A member was added or removed from Administración VMWare Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-06T19:10:13.485Z,2021-12-16T19:39:26.928Z,146570,b211c335-1bd3-4978-a713-e98c67f238c0
[CU-SU] [CO-PV-END] A member was added or removed from Administración SCCM Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T13:39:17.187Z,2021-12-16T19:40:16.475Z,146571,fa64810d-c85e-4aea-8e01-2cef1b857f24
[CU-SU] [CO-PV-END] A member was added or removed from Administración Firewall Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T13:41:13.748Z,2021-12-16T19:40:57.671Z,146572,532e7944-1a88-4eb2-a2b7-4e3e72af0ed7
[CU-SU] [CO-PV-END] A member was added or removed from Administración BlueCoat Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T13:54:31.869Z,2021-12-16T19:41:22.339Z,146573,a64601c8-9d6e-4585-b3c5-75d06f0f823d
[CU-SU] [CO-PV-END] A member was added or removed from Administración WAF Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:01:31.390Z,2021-12-07T14:40:29.895Z,146574,7d454608-4d01-4c90-ad7a-9e6ac118c58a
[CU-SU] [CO-PV-END] A member was added or removed from Administración AWS Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:05:14.638Z,2021-12-16T19:44:32.069Z,146575,28ca1432-a06f-4491-b89a-39e3ac3c71b8
[CU-SU] [CO-PV-END] A member was added or removed from Administración Swift Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:44:20.356Z,2021-12-16T19:45:45.393Z,146576,cc16a8e1-0b48-43a4-b662-ed7164d438c5
[CU-SU] [CO-PV-END] A member was added or removed from Areas Administradoras (permisos indirectos) Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:48:55.009Z,2021-12-16T19:46:21.286Z,146577,3beb0fd1-8757-4be5-8541-35e6ea542eaf
[CU-SU] [CO-PV-END] A member was added or removed from Administración Nomina Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:53:11.944Z,2021-12-16T19:46:39.687Z,146578,90440631-54cd-4ee0-88e7-05d1739a0fa1
[CU-SU] [CO-PV-END] A member was added or removed from Administración SAT Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T14:57:59.144Z,2021-12-16T19:47:02.163Z,146579,48cad114-a894-453c-b429-dff2e2385a3b
[CU-SU] [CO-PV-END] A member was added or removed from Administración Windows Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-12T15:03:44.706Z,2021-12-16T19:47:22.583Z,146580,1b947e2c-1133-467a-9524-e102010408d5
[AN-END] Persistent Blocked Malware detected on the same Computer,"Testing, Superveille",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-15T14:32:15.551Z,2021-10-18T15:21:17.127Z,146593,619d9b2b-a33c-4d64-a5c3-ce6cd7743914
[CU-SU] [CO-PV-END] Unauthorized Change in Administración VMWare Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T14:47:51.172Z,2021-12-16T19:47:52.605Z,146595,63fb0b76-58cf-4e1b-9986-6abae86422e2
[AN-END] Multiple Malware Blocked and detected on with the same Username,"Produccion, Superveille",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-15T14:55:27.003Z,2021-10-18T17:19:16.897Z,146596,0bcc15ea-322b-4376-84b7-7cbfde14a9e9
[AN-END] Potential Malware Outbreak with multiple Usernames detected,"Produccion, Superveille",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-15T15:10:19.370Z,2021-10-18T17:22:31.859Z,146599,c9b2d74f-a6f7-4727-bc22-86dff489d670
[AN-END]  Computer Name is FreeRDP or Other,"Produccion, Superveille",Custom Rule,EVENT,USER,true,Dispatch New Event,2021-10-15T18:08:55.542Z,2021-10-18T17:25:27.234Z,146600,9c148e5f-c07e-458d-9190-59d9e535ebc1
[CU-SU] [CO-PV-END] Unauthorized Change in Administración SCCM Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:21:34.129Z,2021-12-16T19:48:29.222Z,146601,2dc15ce8-8775-4c73-b9ce-8c46c9f7ff97
[CU-SU] [CO-PV-END] Unauthorized Change in Administración Firewall Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:27:10.347Z,2021-12-16T19:48:57.584Z,146602,3ed439ea-cc19-4b60-8924-833d9d2357cf
[CU-SU] [CO-PV-END] Unauthorized Change in Administración BlueCoat Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:46:02.372Z,2021-12-16T19:51:05.044Z,146603,3f286de8-73e6-4758-a5ba-9d441a50b2f1
[CU-SU] [CO-PV-END] Unauthorized Change in Administración WAF Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:50:44.796Z,2021-12-16T19:51:32.994Z,146604,82851cc8-e5ba-4ca4-925d-e5755c2b4320
[CU-SU] [CO-PV-END] Unauthorized Change in Administración AWS Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:54:09.732Z,2021-12-16T19:51:55.707Z,146605,65a86014-0c52-4607-b0bb-217a6bc78f44
[CU-SU] [CO-PV-END] Unauthorized Change in Administración Swift Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T19:57:48.380Z,2021-12-16T19:52:49.796Z,146606,f23d1531-823e-493e-aec2-d32ce528ad6e
[CU-SU] [CO-PV-END] Unauthorized Change in Areas Administradoras (permisos indirectos) Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T20:01:26.897Z,2021-12-16T19:53:16.680Z,146607,b59bbb81-6a0c-4c57-8d12-49298b9c91ea
[CU-SU] [CO-PV-END] Unauthorized Change in Administración Nomina Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T20:05:31.508Z,2021-12-16T19:53:42.117Z,146608,b5b24596-2438-4606-8b5b-643857107877
[CU-SU] [CO-PV-END] Unauthorized Change in Administración SAT Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T20:07:39.716Z,2021-12-16T19:54:04.792Z,146609,a6606afb-090f-4be2-8760-0ef2b53a43c3
[CU-SU] [CO-PV-END] Unauthorized Change in Administración Windows Group,Superveille,Custom Rule,EVENT,USER,true,"Email to Seg.Inf.Monitoreoyrespuestaaincidentes@supervielle.com.ar, dpedreira@base4sec.com",2021-10-15T20:09:36.376Z,2021-12-16T19:54:27.457Z,146610,565bc5d9-8256-4ced-a489-cf5eb72bedf0
IntSights Source IP Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-04-23T13:28:24.413Z,2021-04-29T07:48:03.965Z,146619,c2c33ad3-c7a1-4a30-93f9-4d2546ea1754
IntSights Destination IP Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-04-23T13:30:58.833Z,2021-04-29T07:47:40.896Z,146669,c35efc12-23b7-474a-9b75-28eb6da974f1
IntSights Correlation Alert,IntSights,Custom Rule,EVENT,USER,false,Notify,2021-05-03T07:03:12.649Z,2021-05-03T14:41:28.958Z,146719,f5dab1e7-631a-4d4e-ae0f-6d8bf026dc02
IntSights File Hash Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-06-29T08:47:53.907Z,2021-06-29T08:47:53.902Z,146769,cef406c8-5f56-46bb-8b8d-80376888b184
IntSights URL Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-06-29T08:51:16.274Z,2021-06-29T08:51:16.269Z,146819,e8fc0282-b072-4811-979f-fa408f2e8abb
IntSights Domain Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-06-29T08:53:48.828Z,2021-06-29T08:53:48.819Z,146869,48524349-0996-4015-b404-0116ad7aaeb5
IntSights Email Address Rule,IntSights,Custom Rule,EVENT,USER,false,,2021-06-29T08:57:01.078Z,2021-06-29T08:57:01.071Z,146919,03804e34-0be9-404f-a211-8a06024e4646
Mailbox Permission Added and Deleted in a Short Period of Time,Email,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2021-10-19T19:19:56.939Z,2021-10-19T19:19:56.939Z,146969,4be444ce-e95a-48e7-ae93-46991c6b8c7a
